game_id	player_id	sector_id	tic	pos_x	pos_y	pos_z	mom_x	mom_y	fov	vision_ang	health	armor	ammo
1	2	1	57	-1545.52	1323.74	0.0	-12.29	-3.44	90.0	3.75	103	59	214
1	2	1	58	-1557.4	1312.57	0.0	-9.34	-4.31	90.0	3.8961	100	106	77
1	2	1	59	-1565.62	1305.62	0.0	-12.85	-10.55	90.0	3.8441	98	192	262
1	2	1	60	-1574.98	1296.67	0.0	-9.41	-6.35	90.0	3.9048	98	162	274
1	2	1	61	-1582.69	1289.37	0.0	-14.04	-10.25	90.0	3.8992	97	105	279
1	2	1	62	-1594.19	1276.49	0.0	-12.8	-2.65	90.0	3.9832	98	28	157
1	2	1	63	-1596.47	1273.44	0.0	-10.08	-14.96	90.0	4.0711	97	122	297
1	2	1	64	-1609.09	1258.24	0.0	-14.88	-15.38	90.0	4.0196	97	119	299
1	2	1	65	-1619.09	1245.04	0.0	-7.13	-14.26	90.0	4.064	98	169	9
1	2	1	66	-1624.31	1236.11	0.0	-9.29	-7.04	90.0	4.1838	97	27	197
1	2	1	67	-1638.18	1218.79	0.0	-15.06	-17.14	90.0	4.0369	94	92	189
1	2	1	68	-1640.36	1215.23	0.0	-4.13	-7.77	90.0	4.164	92	133	298
1	2	1	69	-1642.97	1212.08	0.0	-7.09	-16.3	90.0	4.0214	89	31	164
1	2	1	70	-1653.33	1202.48	0.0	-11.71	-12.41	90.0	3.8886	91	170	221
1	2	1	71	-1665.55	1191.5	0.0	-6.9	-2.05	90.0	3.8734	88	100	207
1	2	1	72	-1666.42	1190.78	0.0	-7.21	-12.06	90.0	3.837	88	119	63
1	2	1	73	-1670.64	1186.54	0.0	-10.44	-12.91	90.0	3.9288	88	3	198
1	2	1	74	-1679.99	1179.62	0.0	-1.64	-7.93	90.0	3.7788	88	22	59
1	2	1	75	-1692.96	1168.19	0.0	-10.57	-16.38	90.0	3.8639	90	144	8
1	2	1	76	-1704.32	1157.04	0.0	-15.07	-9.54	90.0	3.9178	91	137	160
1	2	1	77	-1713.74	1148.12	0.0	-14.97	-10.5	90.0	3.9001	92	142	261
1	2	1	78	-1725.08	1135.11	0.0	-4.9	-10.48	90.0	3.9951	90	72	112
1	2	1	79	-1738.06	1118.14	0.0	-11.56	-11.24	90.0	4.0595	91	55	121
1	2	1	80	-1747.86	1103.94	0.0	-0.81	-11.81	90.0	4.1084	89	191	249
1	2	2	81	-1755.76	1092.42	0.0	-6.26	-9.46	90.0	4.1112	87	101	85
1	2	2	82	-1766.76	1076.59	0.0	-12.8	-5.58	90.0	4.1053	84	195	43
1	2	2	83	-1769.31	1071.67	0.0	-8.28	-13.39	90.0	4.2327	83	148	115
1	2	2	84	-1782.92	1051.86	0.0	-0.05	-3.61	90.0	4.1108	82	165	269
1	2	2	85	-1786.35	1047.53	0.0	-1.15	-3.17	90.0	4.0414	83	152	288
1	2	2	86	-1793.3	1040.09	0.0	-10.75	-11.63	90.0	3.9612	81	144	201
1	2	2	87	-1796.76	1037.1	0.0	-8.39	-10.85	90.0	3.8544	80	143	17
1	2	2	88	-1799.12	1034.68	0.0	-0.77	-14.01	90.0	3.9407	78	156	200
1	2	2	89	-1813.64	1016.25	0.0	-11.66	-3.65	90.0	4.045	78	189	224
1	2	2	90	-1814.02	1015.89	0.0	-17.48	-8.57	90.0	3.9031	78	194	204
1	2	2	91	-1816.5	1013.36	0.0	-10.68	-3.05	90.0	3.9353	75	160	93
1	2	2	92	-1823.09	1006.14	0.0	-9.54	-5.58	90.0	3.9727	76	42	299
1	2	2	93	-1826.76	1002.53	0.0	-3.72	-15.5	90.0	3.9196	76	42	218
1	2	2	94	-1836.27	994.37	0.0	-18.62	-9.26	90.0	3.8504	77	89	95
1	2	2	95	-1836.45	994.18	0.0	-6.01	-13.71	90.0	3.9641	79	48	228
1	2	2	96	-1851.38	981.83	0.0	-11.42	-10.91	90.0	3.8327	80	120	199
1	2	2	97	-1860.52	973.74	0.0	-16.72	-2.07	90.0	3.8663	78	153	69
1	2	2	98	-1870.59	961.71	0.0	-5.93	-10.61	90.0	4.0155	80	38	296
1	2	2	99	-1877.43	954.6	0.0	-8.93	-8.51	90.0	3.9464	77	118	36
1	2	2	100	-1885.97	944.63	0.0	-4.29	-4.37	90.0	4.0038	75	89	163
1	2	2	101	-1891.62	939.0	0.0	-13.0	-9.97	90.0	3.9253	76	179	120
1	2	2	102	-1900.37	931.1	0.0	-4.42	-3.62	90.0	3.8763	75	71	43
1	2	2	103	-1902.0	929.97	0.0	-19.35	-6.14	90.0	3.7456	74	101	81
1	2	2	104	-1916.02	918.03	0.0	-12.81	-10.1	90.0	3.8472	73	186	59
1	2	2	105	-1921.27	914.55	0.0	-10.7	-6.33	90.0	3.7268	74	130	250
1	2	2	106	-1936.95	906.45	0.0	-0.03	-10.36	90.0	3.6184	71	107	55
1	2	2	107	-1947.9	902.3	0.0	-19.06	-0.45	90.0	3.5041	72	164	129
1	2	2	108	-1952.72	900.74	0.0	-6.7	-6.53	90.0	3.4545	73	39	299
1	2	2	109	-1966.73	895.5	0.0	-2.45	-6.96	90.0	3.4994	70	131	24
1	2	2	110	-1980.6	890.92	0.0	-13.43	-7.06	90.0	3.4607	72	190	299
1	2	2	111	-1989.53	889.32	0.0	-12.37	-1.45	90.0	3.319	70	156	260
1	2	2	112	-1995.2	888.35	0.0	-14.28	-3.06	90.0	3.3106	68	56	32
1	2	3	113	-2004.93	887.57	0.0	-4.01	-0.47	90.0	3.221	68	121	200
1	2	3	114	-2008.23	887.2	0.0	-12.8	-0.05	90.0	3.2535	69	86	226
1	2	3	115	-2029.31	886.96	0.0	-15.61	-0.05	90.0	3.153	68	155	28
1	2	3	116	-2042.02	886.58	0.0	-23.95	-0.11	90.0	3.1718	70	114	183
1	2	3	117	-2059.15	886.91	0.0	-6.19	0.24	90.0	3.122	72	152	255
1	2	3	118	-2070.48	885.95	0.0	-16.64	-0.72	90.0	3.2264	73	108	239
1	2	3	119	-2085.78	885.46	0.0	-10.27	-0.76	90.0	3.1734	71	90	180
1	2	3	120	-2095.23	885.33	0.0	-17.58	-0.01	90.0	3.1552	72	108	178
1	2	3	121	-2107.45	884.69	0.0	-1.91	-0.87	90.0	3.1946	73	161	232
1	2	3	122	-2123.94	885.99	0.0	-3.83	1.2	90.0	3.063	73	39	75
1	2	3	123	-2129.43	886.39	0.0	-9.76	1.36	90.0	3.0679	74	59	68
1	2	3	124	-2131.71	886.66	0.0	-16.59	1.96	90.0	3.0223	72	18	159
1	2	3	125	-2136.71	886.65	0.0	-0.81	-0.05	90.0	3.144	69	103	127
1	2	3	126	-2147.83	887.98	0.0	-13.12	2.12	90.0	3.0229	69	168	230
1	2	3	127	-2155.69	888.03	0.0	-0.15	0.04	90.0	3.1346	66	162	4
1	2	3	128	-2178.6	885.02	0.0	-17.76	-1.02	90.0	3.2722	67	153	20
1	2	3	129	-2181.12	884.66	0.0	-9.79	-0.27	90.0	3.2857	69	144	178
1	2	3	130	-2184.04	884.05	0.0	-4.31	-0.84	90.0	3.3471	66	20	294
1	2	3	131	-2195.3	881.41	0.0	-2.87	-3.35	90.0	3.3717	64	168	285
1	2	3	132	-2195.63	881.37	0.0	-2.53	-2.7	90.0	3.2547	65	112	40
1	2	3	133	-2210.06	881.2	0.0	-1.56	-0.1	90.0	3.1533	64	184	101
1	2	3	134	-2229.14	882.57	0.0	-16.18	1.79	90.0	3.0699	64	101	146
1	2	3	135	-2248.95	882.08	0.0	-10.04	-0.21	90.0	3.1668	62	73	90
1	2	4	136	-2254.26	881.35	0.0	-3.9	-2.34	90.0	3.2767	64	58	105
1	2	4	137	-2258.17	880.67	0.0	-6.72	-2.93	90.0	3.3142	66	59	166
1	2	4	138	-2276.55	879.31	0.0	-11.96	-1.03	90.0	3.2157	68	17	293
1	2	4	139	-2296.8	876.6	0.0	-0.99	-1.53	90.0	3.2745	67	175	25
1	2	4	140	-2318.5	873.57	0.0	-21.87	-0.04	90.0	3.2805	64	149	191
1	2	4	141	-2323.12	873.43	0.0	-8.44	-0.01	90.0	3.1702	64	83	176
1	2	4	142	-2325.11	873.16	0.0	-18.05	-1.37	90.0	3.2781	64	190	257
1	2	4	143	-2330.98	872.23	0.0	-8.04	-0.33	90.0	3.2988	63	45	291
1	2	4	144	-2337.94	870.63	0.0	-17.43	-4.15	90.0	3.3676	61	59	42
1	2	4	145	-2338.81	870.51	0.0	-4.84	-2.86	90.0	3.2742	61	122	45
1	2	4	146	-2357.29	868.64	0.0	-11.53	-0.12	90.0	3.2429	62	94	221
1	2	4	147	-2378.86	867.76	0.0	-17.19	-0.33	90.0	3.182	62	167	49
1	2	4	148	-2388.74	867.92	0.0	-10.28	0.32	90.0	3.1258	61	2	67
1	2	4	149	-2402.84	868.59	0.0	-3.34	0.28	90.0	3.0943	60	143	292
1	2	4	150	-2416.09	868.86	0.0	-11.33	0.37	90.0	3.1215	59	167	113
1	2	4	151	-2427.22	868.55	0.0	-12.67	-0.37	90.0	3.1687	61	107	6
1	2	4	152	-2434.39	868.87	0.0	-6.2	0.87	90.0	3.0973	58	35	252
1	2	4	153	-2437.53	869.46	0.0	-14.78	0.56	90.0	2.9561	58	10	13
1	2	4	154	-2459.43	877.05	0.0	-23.08	6.72	90.0	2.808	55	52	214
1	2	4	155	-2481.66	885.05	0.0	-6.24	4.43	90.0	2.7962	56	12	270
1	2	5	156	-2501.03	891.13	0.0	-14.94	0.66	90.0	2.8373	57	177	23
1	2	5	157	-2520.15	897.48	0.0	-16.69	2.56	90.0	2.8211	58	194	63
1	2	5	158	-2541.35	906.02	0.0	-0.76	0.66	90.0	2.7584	57	83	270
1	2	5	159	-2547.94	909.39	0.0	-20.21	7.76	90.0	2.6693	58	174	131
1	2	5	160	-2559.27	914.63	0.0	-4.74	4.62	90.0	2.708	60	0	240
1	2	5	161	-2566.74	919.27	0.0	-20.72	9.37	90.0	2.5864	59	76	58
1	2	5	162	-2567.16	919.5	0.0	-1.5	6.53	90.0	2.6315	60	22	118
1	2	5	163	-2583.09	925.73	0.0	-3.47	0.92	90.0	2.7691	61	196	158
1	2	5	164	-2595.95	929.14	0.0	-9.02	1.24	90.0	2.8821	58	66	83
1	2	5	165	-2615.65	934.7	0.0	-0.15	3.16	90.0	2.8666	55	22	10
1	2	5	166	-2619.03	935.13	0.0	-17.16	1.99	90.0	3.0157	53	156	178
1	2	5	167	-2637.19	939.24	0.0	-21.16	1.91	90.0	2.9189	54	12	197
1	2	5	168	-2641.12	939.76	0.0	-22.89	1.41	90.0	3.0088	51	114	6
1	2	5	169	-2665.29	942.42	0.0	-17.01	1.08	90.0	3.0321	48	141	259
1	2	5	170	-2674.92	943.84	0.0	-4.9	0.82	90.0	2.9958	49	53	265
1	2	5	171	-2687.79	946.2	0.0	-10.43	0.72	90.0	2.96	46	130	229
1	2	5	172	-2705.79	947.76	0.0	-12.06	1.1	90.0	3.0554	43	162	18
1	2	5	173	-2718.62	950.11	0.0	-5.71	1.58	90.0	2.96	41	12	221
1	2	5	174	-2733.51	954.95	0.0	-21.75	4.45	90.0	2.8272	39	40	133
1	2	5	175	-2738.23	956.41	0.0	-16.11	1.68	90.0	2.8417	36	69	27
1	2	6	176	-2750.17	961.16	0.0	-23.0	6.61	90.0	2.7635	34	19	113
1	2	6	177	-2759.43	965.98	0.0	-10.12	4.87	90.0	2.661	31	115	203
1	2	6	178	-2768.94	972.3	0.0	-4.02	4.52	90.0	2.5548	29	50	99
1	2	6	179	-2783.79	981.07	0.0	-14.23	5.86	90.0	2.6085	31	142	219
1	2	6	180	-2792.51	986.59	0.0	-19.78	11.17	90.0	2.577	28	73	64
1	2	6	181	-2795.2	987.84	0.0	-4.37	8.36	90.0	2.7068	26	138	124
1	2	6	182	-2813.4	993.95	0.0	-10.14	0.27	90.0	2.8177	24	192	193
1	2	6	183	-2814.58	994.44	0.0	-4.91	6.4	90.0	2.7457	23	45	249
1	2	6	184	-2823.35	997.55	0.0	-5.74	6.73	90.0	2.8014	21	124	128
1	2	6	185	-2833.48	1000.68	0.0	-16.47	3.1	90.0	2.842	23	12	210
1	2	6	186	-2849.85	1004.86	0.0	-15.67	2.05	90.0	2.8914	21	105	291
1	2	6	187	-2859.61	1008.79	0.0	-1.76	1.38	90.0	2.7588	19	121	154
1	2	6	188	-2881.86	1015.37	0.0	-11.86	2.78	90.0	2.8542	21	139	29
1	2	6	189	-2888.34	1017.3	0.0	-12.88	0.85	90.0	2.8522	23	148	299
1	2	6	190	-2900.49	1019.56	0.0	-20.51	2.2	90.0	2.9574	23	107	209
1	2	6	191	-2902.19	1019.95	0.0	-3.79	0.83	90.0	2.916	23	180	233
1	2	6	192	-2916.83	1022.29	0.0	-18.73	3.61	90.0	2.9829	25	76	246
1	2	6	193	-2928.82	1022.79	0.0	-12.12	0.17	90.0	3.1003	24	64	60
1	2	6	194	-2932.26	1023.22	0.0	-13.48	0.96	90.0	3.0172	21	55	186
1	2	6	195	-2948.8	1026.24	0.0	-21.43	0.71	90.0	2.9611	22	62	50
1	2	6	196	-2950.81	1026.42	0.0	-16.33	0.7	90.0	3.0498	24	142	134
1	2	6	197	-2959.27	1026.98	0.0	-13.62	0.7	90.0	3.076	24	76	265
1	2	6	198	-2974.1	1026.81	0.0	-20.2	-0.26	90.0	3.1532	23	49	38
1	2	6	199	-2992.41	1026.62	0.0	-8.56	-0.08	90.0	3.1517	22	53	215
1	2	1	200	-3012.67	1023.88	0.0	-8.61	-1.63	90.0	3.2761	22	98	249
1	2	1	201	-3023.47	1023.66	0.0	-24.48	-0.34	90.0	3.1624	24	127	255
1	2	1	202	-3046.09	1022.81	0.0	-6.71	-0.46	90.0	3.1789	24	161	99
1	2	1	203	-3053.27	1021.46	0.0	-16.74	-3.03	90.0	3.3277	23	181	116
1	2	1	204	-3073.98	1017.47	0.0	-2.37	-2.92	90.0	3.3321	20	159	208
1	2	1	205	-3085.62	1015.41	0.0	-2.86	-3.84	90.0	3.3166	21	161	81
1	2	1	206	-3091.68	1014.09	0.0	-19.28	-0.55	90.0	3.3548	19	26	281
1	2	1	207	-3111.7	1011.38	0.0	-9.08	-2.28	90.0	3.2764	16	2	183
1	2	1	208	-3112.76	1011.15	0.0	-14.31	-2.54	90.0	3.3569	16	124	138
1	2	1	209	-3134.11	1008.73	0.0	-18.66	-1.37	90.0	3.2545	13	176	271
1	2	1	210	-3148.18	1008.02	0.0	-11.42	-0.7	90.0	3.192	14	143	170
1	2	1	211	-3158.55	1009.03	0.0	-14.25	0.81	90.0	3.0439	11	189	44
1	2	1	212	-3181.27	1014.29	0.0	-0.36	0.84	90.0	2.9142	12	165	212
1	2	1	213	-3195.34	1018.13	0.0	-4.64	1.4	90.0	2.8755	14	13	50
1	2	1	214	-3213.35	1021.16	0.0	-16.13	2.76	90.0	2.9745	11	120	145
1	2	1	215	-3229.49	1023.19	0.0	-2.53	0.43	90.0	3.0168	13	86	59
1	2	1	216	-3247.31	1023.95	0.0	-19.47	0.17	90.0	3.099	13	60	164
1	2	1	217	-3247.56	1023.96	0.0	-8.57	1.45	90.0	3.0795	14	177	165
1	2	2	218	-3254.16	1025.2	0.0	-11.99	1.73	90.0	2.9568	13	154	38
1	2	2	219	-3263.34	1028.2	0.0	-6.95	3.31	90.0	2.8251	15	131	179
1	2	2	220	-3282.31	1033.03	0.0	-10.1	3.54	90.0	2.8923	12	185	80
1	2	2	221	-3297.22	1035.77	0.0	-10.13	1.84	90.0	2.9603	11	107	102
1	2	2	222	-3310.46	1038.97	0.0	-14.71	1.41	90.0	2.904	8	17	9
1	2	2	223	-3312.25	1039.55	0.0	-3.37	1.74	90.0	2.8297	8	88	217
1	2	2	224	-3318.53	1042.56	0.0	-6.39	2.01	90.0	2.6942	10	31	210
1	2	2	225	-3319.97	1043.3	0.0	-9.82	3.3	90.0	2.6703	11	23	94
1	2	2	226	-3324.88	1046.59	0.0	-16.86	9.45	90.0	2.551	10	192	8
1	2	2	227	-3325.22	1046.9	0.0	-1.89	6.72	90.0	2.4071	10	107	195
1	2	2	228	-3329.39	1051.93	0.0	-3.23	15.59	90.0	2.2627	10	62	27
1	2	2	229	-3336.85	1061.93	0.0	-7.56	5.35	90.0	2.2117	12	115	113
1	2	2	230	-3343.13	1069.75	0.0	-13.86	8.02	90.0	2.2473	12	140	54
1	2	2	231	-3358.42	1084.27	0.0	-4.88	12.49	90.0	2.3819	12	190	68
1	2	2	232	-3368.66	1094.86	0.0	-8.4	14.26	90.0	2.3396	11	52	177
1	2	2	233	-3372.05	1098.54	0.0	-5.61	3.3	90.0	2.3143	13	44	11
1	2	2	234	-3385.8	1116.27	0.0	-3.4	10.42	90.0	2.2304	12	162	72
1	2	2	235	-3394.58	1130.93	0.0	-6.75	12.73	90.0	2.1105	12	197	285
1	2	2	236	-3396.84	1135.54	0.0	-5.81	10.55	90.0	2.0276	11	82	238
1	2	2	237	-3407.0	1151.57	0.0	-6.39	3.39	90.0	2.1356	13	74	144
1	2	2	238	-3410.55	1157.52	0.0	-10.41	0.98	90.0	2.1088	13	169	51
1	2	2	239	-3419.02	1172.06	0.0	-0.13	16.15	90.0	2.0985	11	144	231
1	2	2	240	-3428.26	1192.63	0.0	-0.55	8.52	90.0	1.993	8	121	224
1	2	2	241	-3435.34	1205.75	0.0	-1.08	17.34	90.0	2.0652	7	82	289
1	2	2	242	-3435.69	1206.68	0.0	-5.22	21.45	90.0	1.9295	7	129	189
1	2	2	243	-3446.15	1227.74	0.0	-2.69	20.8	90.0	2.0317	4	153	10
1	2	2	244	-3454.68	1248.68	0.0	-1.5	7.65	90.0	1.9577	1	59	11
1	2	2	245	-3454.96	1249.22	0.0	-1.55	9.05	90.0	2.0536	1	199	118
1	2	2	246	-3467.97	1269.35	0.0	-10.13	10.33	90.0	2.1447	3	66	240
1	2	2	247	-3476.36	1285.17	0.0	-0.52	17.25	90.0	2.0582	1	50	181
1	2	2	248	-3485.27	1298.47	0.0	-5.68	0.26	90.0	2.1611	2	136	202
1	2	2	249	-3495.51	1310.21	0.0	-12.06	0.14	90.0	2.2882	1	43	167
1	2	3	250	-3502.44	1318.16	0.0	-0.17	9.88	90.0	2.2872	1	150	150
1	2	3	251	-3508.65	1325.42	0.0	-14.82	18.5	90.0	2.2785	1	128	228
1	2	3	252	-3514.72	1335.14	0.0	-12.03	15.5	90.0	2.129	2	8	86
1	2	3	253	-3518.16	1342.14	0.0	-8.54	13.66	90.0	2.0281	3	142	248
1	2	3	254	-3531.09	1362.6	0.0	-6.54	3.83	90.0	2.1345	4	39	215
1	2	3	255	-3535.77	1371.71	0.0	-5.69	17.88	90.0	2.0451	5	152	285
1	2	3	256	-3543.27	1382.66	0.0	-10.56	18.52	90.0	2.1712	6	147	184
1	2	3	257	-3547.07	1388.07	0.0	-3.48	1.05	90.0	2.1825	6	168	294
1	2	3	258	-3561.55	1404.76	0.0	-5.27	7.01	90.0	2.2856	3	54	21
1	2	3	259	-3561.73	1405.02	0.0	-13.41	7.67	90.0	2.1663	4	142	27
1	2	3	260	-3571.38	1421.46	0.0	-0.83	8.55	90.0	2.1018	6	178	2
1	2	3	261	-3572.15	1422.48	0.0	-7.39	7.64	90.0	2.2166	8	103	91
1	2	3	262	-3574.91	1426.19	0.0	-14.03	10.05	90.0	2.21	9	152	172
1	2	3	263	-3576.76	1428.18	0.0	-1.36	1.68	90.0	2.3215	6	180	236
1	2	3	264	-3579.79	1430.59	0.0	-12.22	8.75	90.0	2.4676	5	196	284
1	2	3	265	-3592.92	1444.68	0.0	-5.79	10.39	90.0	2.3209	2	122	25
1	2	3	266	-3595.01	1446.69	0.0	-7.01	1.08	90.0	2.3776	1	11	255
1	2	3	267	-3606.2	1456.91	0.0	-14.05	1.01	90.0	2.4016	3	31	12
1	2	3	268	-3606.29	1457.0	0.0	-14.11	9.02	90.0	2.3491	1	86	107
1	2	3	269	-3616.61	1468.51	0.0	-5.54	10.97	90.0	2.3017	1	8	34
1	2	3	270	-3625.76	1478.92	0.0	-2.39	12.99	90.0	2.2917	1	130	159
1	2	3	271	-3630.31	1484.68	0.0	-6.81	9.06	90.0	2.2396	1	21	290
1	2	3	272	-3630.68	1485.23	0.0	-13.17	7.18	90.0	2.1637	2	59	158
1	2	3	273	-3643.78	1501.4	0.0	-9.66	11.47	90.0	2.2516	3	153	132
1	2	3	274	-3646.13	1504.35	0.0	-1.13	10.97	90.0	2.2423	2	170	14
1	2	3	275	-3661.52	1521.89	0.0	-6.29	5.98	90.0	2.2913	3	50	144
1	2	3	276	-3677.69	1536.45	0.0	-8.48	4.69	90.0	2.4088	1	143	160
1	2	3	277	-3696.62	1549.84	0.0	-11.12	6.17	90.0	2.5256	1	112	237
1	2	3	278	-3714.81	1560.38	0.0	-9.78	5.52	90.0	2.6167	1	104	226
1	2	3	279	-3730.33	1570.87	0.0	-13.98	1.73	90.0	2.5471	1	119	102
1	2	3	280	-3742.39	1578.43	0.0	-16.1	3.51	90.0	2.5818	1	51	226
1	2	4	281	-3763.03	1588.8	0.0	-6.35	0.88	90.0	2.6758	1	18	189
1	2	4	282	-3763.5	1588.96	0.0	-20.15	5.92	90.0	2.8091	3	196	69
1	2	4	283	-3779.71	1592.14	0.0	-20.1	0.95	90.0	2.9481	5	91	125
1	2	4	284	-3802.12	1595.15	0.0	-2.7	0.9	90.0	3.0079	2	161	10
1	2	4	285	-3817.27	1596.51	0.0	-5.8	0.75	90.0	3.0523	4	87	187
1	2	4	286	-3837.46	1598.9	0.0	-3.75	0.36	90.0	3.0238	1	144	169
1	2	4	287	-3859.93	1604.89	0.0	-5.41	6.32	90.0	2.8808	1	61	151
1	2	4	288	-3882.77	1610.53	0.0	-14.04	2.55	90.0	2.8997	1	82	89
1	2	4	289	-3900.79	1612.63	0.0	-22.07	1.67	90.0	3.0254	1	62	256
1	2	4	290	-3918.65	1617.36	0.0	-14.06	5.34	90.0	2.8829	1	164	25
1	2	4	291	-3940.91	1626.71	0.0	-3.67	5.72	90.0	2.7438	1	197	27
1	2	4	292	-3950.19	1631.83	0.0	-7.89	6.41	90.0	2.6373	3	56	231
1	2	4	293	-3971.74	1642.09	0.0	-0.6	4.34	90.0	2.6975	4	154	81
1	2	4	294	-3980.1	1647.06	0.0	-7.74	11.51	90.0	2.6049	4	195	36
1	2	4	295	-3990.81	1653.54	0.0	-7.23	3.97	90.0	2.5972	3	88	286
